rse_licensee,rse_name,mysuper_product_name,lifecycle_stage_name,single_strategy_lifecycle_indicator,rse_net_assets_000,proportion_of_total_assets_in_mysuper,rse_total_accounts,strategic_growth_asset_allocation,5_year_net_investment_return_nir_p_a,5_year_nir_relative_to_simple_reference_portfolio_p_a,5_year_nir_relative_to_listed_saa_benchmark_portfolio_p_a,5_year_net_return_50_000_rep_member_p_a,3_year_net_investment_return_nir_p_a,3_year_nir_relative_to_simple_reference_portfolio_p_a,3_year_nir_relative_to_listed_saa_benchmark_portfolio_p_a,3_year_net_return_50_000_rep_member_p_a,administration_fees_disclosed_10_000_account_balance,administration_fees_disclosed_25_000_account_balance,administration_fees_disclosed_50_000_account_balance,administration_fees_disclosed_100_000_account_balance,administration_fees_disclosed_250_000_account_balance,total_fees_disclosed_10_000_account_balance,total_fees_disclosed_25_000_account_balance,total_fees_disclosed_50_000_account_balance,total_fees_disclosed_100_000_account_balance,total_fees_disclosed_250_000_account_balance,rse_adjusted_total_accounts_growth_rate_3_year_average,rse_net_cash_flow_ratio_3_year_average,rse_net_rollover_ratio_3_year_average
AMP Superannuation Limited,AMP Retirement Trust,AMP MySuper No.1,,Single strategy,16657866,0.05,290026,0.72,0.0785,0.0013,0.004,0.0726,0.0911,-0.0043,0.0047,0.0852,0.0154,0.0089,0.0068,0.0057,0.005,0.0177,0.0112,0.0091,0.008,0.0073,0.0039,-0.0646,-0.0435
AMP Superannuation Limited,AMP Superannuation Savings Trust,AFLPA & AFL Industry MySuper,,Lifecycle,55491521,0.35,1501221,,,,,,,,,,,,,,,,,,,,-0.0935,-0.0602,-0.08
AMP Superannuation Limited,AMP Superannuation Savings Trust,AFLPA & AFL Industry MySuper,AFLPA & AFL MySuper 1990s,,,,,0.85,0.085,8.00E-04,-0.0049,0.0814,0.0958,-0.0119,-0.0109,0.0922,0.0073,0.0042,0.0031,0.0026,0.0023,0.0139,0.0108,0.0097,0.0092,0.0089,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AFLPA & AFL Industry MySuper,AFLPA & AFL MySuper 1980s,,,,,0.85,0.0861,0.0019,-9.00E-04,0.0825,0.0976,-0.0101,-0.0041,0.094,0.0073,0.0042,0.0031,0.0026,0.0023,0.0142,0.0111,0.01,0.0095,0.0092,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AFLPA & AFL Industry MySuper,AFLPA & AFL MySuper 1970s,,,,,0.8,0.0835,0.0017,-0.0037,0.0798,0.0936,-0.0099,-0.0083,0.09,0.0073,0.0042,0.0031,0.0026,0.0023,0.0144,0.0113,0.0102,0.0097,0.0094,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AFLPA & AFL Industry MySuper,AFLPA & AFL MySuper 1960s,,,,,0.6,0.0672,-0.0033,-0.0069,0.0635,0.0742,-0.0098,-0.008,0.0706,0.0073,0.0042,0.0031,0.0026,0.0023,0.014,0.0109,0.0098,0.0093,0.009,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AFLPA & AFL Industry MySuper,AFLPA & AFL MySuper 1950s,,,,,0.48,0.0554,-0.0085,-0.0099,0.0518,0.0609,-0.0119,-0.0092,0.0572,0.0073,0.0042,0.0031,0.0026,0.0023,0.0131,0.01,0.0089,0.0084,0.0081,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AFLPA & AFL Industry MySuper,AFLPA & AFL MySuper Capital Stable,,,,,0.45,0.0519,-0.009,-0.008,0.0483,0.0566,-0.0113,-0.0048,0.053,0.0073,0.0042,0.0031,0.0026,0.0023,0.0131,0.01,0.0089,0.0084,0.0081,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AMP MySuper No.2,,Lifecycle,55491521,0.35,1501221,,,,,,,,,,,,,,,,,,,,-0.0935,-0.0602,-0.08
AMP Superannuation Limited,AMP Superannuation Savings Trust,AMP MySuper No.2,AMP MySuper 1990s,,,,,0.85,0.0848,6.00E-04,-0.0052,0.0783,0.0955,-0.0121,-0.0111,0.0894,0.012,0.0065,0.0047,0.0038,0.0033,0.0188,0.0133,0.0115,0.0106,0.0101,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AMP MySuper No.2,AMP MySuper 1980s,,,,,0.85,0.0858,0.0016,-0.0011,0.0794,0.0973,-0.0103,-0.0043,0.0912,0.012,0.0065,0.0047,0.0038,0.0033,0.0191,0.0136,0.0118,0.0109,0.0104,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AMP MySuper No.2,AMP MySuper 1970s,,,,,0.8,0.0833,0.0015,-0.0039,0.0768,0.0934,-0.0101,-0.0085,0.0873,0.012,0.0065,0.0047,0.0038,0.0033,0.0193,0.0138,0.012,0.0111,0.0106,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AMP MySuper No.2,AMP MySuper 1960s,,,,,0.6,0.067,-0.0035,-0.0071,0.0605,0.074,-0.0099,-0.0081,0.0678,0.012,0.0065,0.0047,0.0038,0.0033,0.0189,0.0134,0.0116,0.0107,0.0102,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AMP MySuper No.2,AMP MySuper 1950s,,,,,0.48,0.0552,-0.0086,-0.0101,0.0488,0.0607,-0.0121,-0.0094,0.0545,0.012,0.0065,0.0047,0.0038,0.0033,0.018,0.0125,0.0107,0.0098,0.0093,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,AMP MySuper No.2,AMP MySuper Capital Stable,,,,,0.45,0.0518,-0.0092,-0.0081,0.0454,0.0565,-0.0114,-0.005,0.0503,0.012,0.0065,0.0047,0.0038,0.0033,0.018,0.0125,0.0107,0.0098,0.0093,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Anglican National MySuper,,Lifecycle,55491521,0.35,1501221,,,,,,,,,,,,,,,,,,,,-0.0935,-0.0602,-0.08
AMP Superannuation Limited,AMP Superannuation Savings Trust,Anglican National MySuper,ANS MySuper RIL Balanced,,,,,0.7,0.0711,-0.0042,-0.0079,0.0687,0.0842,-0.008,-0.0044,0.0822,0.0036,0.0017,0.001,7.00E-04,5.00E-04,0.0129,0.011,0.0103,0.01,0.0098,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Anglican National MySuper,ANS MySuper RIL Conservative,,,,,0.34,0.0448,-0.0074,-0.0053,0.0424,0.0472,-0.0061,-0.0028,0.0452,0.0036,0.0017,0.001,7.00E-04,5.00E-04,0.0116,0.0097,0.009,0.0087,0.0085,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Anglican National MySuper,ANS MySuper RIL Growth,,,,,0.87,0.0779,-0.0071,-0.0085,0.0755,0.097,-0.012,-0.0074,0.0951,0.0036,0.0017,0.001,7.00E-04,5.00E-04,0.0139,0.012,0.0113,0.011,0.0108,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Anglican National MySuper,ANS MySuper RIL High Growth,,,,,0.98,0.0876,-0.0039,-0.0092,0.0852,0.1101,-0.0103,-0.013,0.1081,0.0036,0.0017,0.001,7.00E-04,5.00E-04,0.0156,0.0137,0.013,0.0127,0.0125,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Australia Post MySuper,,Lifecycle,55491521,0.35,1501221,,,,,,,,,,,,,,,,,,,,-0.0935,-0.0602,-0.08
AMP Superannuation Limited,AMP Superannuation Savings Trust,Australia Post MySuper,Australia Post MySuper 1990s,,,,,0.85,0.0851,9.00E-04,-0.0048,0.0826,0.0959,-0.0118,-0.0108,0.0935,0.0053,0.0024,0.0015,0.001,7.00E-04,0.0119,0.009,0.0081,0.0076,0.0073,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Australia Post MySuper,Australia Post MySuper 1980s,,,,,0.85,0.0862,0.002,-8.00E-04,0.0837,0.0977,-0.01,-0.004,0.0952,0.0053,0.0024,0.0015,0.001,7.00E-04,0.0122,0.0093,0.0084,0.0079,0.0076,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Australia Post MySuper,Australia Post MySuper 1970s,,,,,0.8,0.0836,0.0018,-0.0035,0.0811,0.0937,-0.0098,-0.0082,0.0913,0.0053,0.0024,0.0015,0.001,7.00E-04,0.0124,0.0095,0.0086,0.0081,0.0078,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Australia Post MySuper,Australia Post MySuper 1960s,,,,,0.6,0.0672,-0.0032,-0.0068,0.0648,0.0742,-0.0097,-0.0079,0.0718,0.0053,0.0024,0.0015,0.001,7.00E-04,0.012,0.0091,0.0082,0.0077,0.0074,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Australia Post MySuper,Australia Post MySuper 1950s,,,,,0.48,0.0555,-0.0084,-0.0098,0.053,0.0609,-0.0119,-0.0091,0.0585,0.0053,0.0024,0.0015,0.001,7.00E-04,0.0111,0.0082,0.0073,0.0068,0.0065,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Australia Post MySuper,Australia Post MySuper Capital Stable,,,,,0.45,0.052,-0.009,-0.0079,0.0495,0.0567,-0.0112,-0.0048,0.0543,0.0053,0.0024,0.0015,0.001,7.00E-04,0.0111,0.0082,0.0073,0.0068,0.0065,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Brookfield Australia MySuper,,Single strategy,55491521,0.35,1501221,0.7,0.0767,0.0021,0.0017,0.0753,0.0821,-0.0091,7.00E-04,0.0809,9.00E-04,9.00E-04,9.00E-04,9.00E-04,9.00E-04,0.005,0.005,0.005,0.005,0.005,-0.0935,-0.0602,-0.08
AMP Superannuation Limited,AMP Superannuation Savings Trust,CCA MySuper,,Lifecycle,55491521,0.35,1501221,,,,,,,,,,,,,,,,,,,,-0.0935,-0.0602,-0.08
AMP Superannuation Limited,AMP Superannuation Savings Trust,CCA MySuper,CCA MySuper Future Directions Balanced,,,,,0.71,0.0778,0.0027,-8.00E-04,0.0772,0.0846,-0.0073,-0.0051,0.084,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,0.009,0.009,0.009,0.009,0.009,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,CCA MySuper,CCA MySuper Future Directions Conservative,,,,,0.36,0.0486,-0.0064,-0.0059,0.048,0.0473,-0.0106,-0.0064,0.0467,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,0.0065,0.0065,0.0065,0.0065,0.0065,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,CCA MySuper,CCA MySuper Future Directions Growth,,,,,0.85,0.0871,0.004,0.0016,0.0865,0.0984,-0.0074,-0.0044,0.0978,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,0.0089,0.0089,0.0089,0.0089,0.0089,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,CCA MySuper,CCA MySuper Future Directions High Growth,,,,,0.9,0.0932,0.0066,0.0041,0.0926,0.1091,-0.0028,-0.0016,0.1085,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,0.0086,0.0086,0.0086,0.0086,0.0086,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,CCA MySuper,CCA MySuper Future Directions Moderately Cons,,,,,0.54,0.0635,-0.0018,-0.0019,0.0628,0.0679,-0.0073,-0.002,0.0673,2.00E-04,2.00E-04,2.00E-04,2.00E-04,2.00E-04,0.0079,0.0079,0.0079,0.0079,0.0079,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Macquarie Group MySuper,,Single strategy,55491521,0.35,1501221,0.54,0.0757,0.0085,0.0104,0.0735,0.0915,0.0132,0.0136,0.0894,0.0024,0.0024,0.0024,0.0024,0.0024,0.0094,0.0094,0.0094,0.0094,0.0094,-0.0935,-0.0602,-0.08
AMP Superannuation Limited,AMP Superannuation Savings Trust,Water Corporation MySuper,,Lifecycle,55491521,0.35,1501221,,,,,,,,,,,,,,,,,,,,-0.0935,-0.0602,-0.08
AMP Superannuation Limited,AMP Superannuation Savings Trust,Water Corporation MySuper,Water Corporation MySuper 1990s,,,,,,,,,,,,,,0.0053,0.0024,0.0014,9.00E-04,6.00E-04,0.0129,0.01,0.009,0.0085,0.0082,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Water Corporation MySuper,Water Corporation MySuper 1980s,,,,,,,,,,,,,,0.0053,0.0024,0.0014,9.00E-04,6.00E-04,0.0132,0.0103,0.0093,0.0088,0.0085,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Water Corporation MySuper,Water Corporation MySuper 1970s,,,,,,,,,,,,,,0.0053,0.0024,0.0014,9.00E-04,6.00E-04,0.0134,0.0105,0.0095,0.009,0.0087,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Water Corporation MySuper,Water Corporation MySuper 1960s,,,,,,,,,,,,,,0.0053,0.0024,0.0014,9.00E-04,6.00E-04,0.013,0.0101,0.0091,0.0086,0.0083,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Water Corporation MySuper,Water Corporation MySuper 1950s,,,,,,,,,,,,,,0.0053,0.0024,0.0014,9.00E-04,6.00E-04,0.0121,0.0092,0.0082,0.0077,0.0074,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Water Corporation MySuper,Water Corporation MySuper Capital Stable,,,,,,,,,,,,,,0.0053,0.0024,0.0014,9.00E-04,6.00E-04,0.0121,0.0092,0.0082,0.0077,0.0074,,,
AMP Superannuation Limited,AMP Superannuation Savings Trust,Woolworths Group MySuper,,Single strategy,55491521,0.35,1501221,0.71,0.0781,0.0024,-0.0012,0.0771,0.083,-0.0099,-0.0079,0.082,0.0038,0.0016,9.00E-04,5.00E-04,3.00E-04,0.0122,0.01,0.0093,0.0089,0.0087,-0.0935,-0.0602,-0.08
ANZ Staff Superannuation (Australia) Pty. Limited,ANZ Australian Staff Superannuation Scheme,ANZ Staff MySuper,,Single strategy,4644751,0.45,31068,0.71,0.0763,-0.0019,-0.0026,0.0743,0.0932,-0.004,0.0034,0.0913,0.0016,0.0016,0.0016,0.0016,0.0016,0.0073,0.0073,0.0073,0.0073,0.0073,-0.0089,0.0083,-0.0242
AUSCOAL Superannuation Pty Ltd,Mine Superannuation Fund,Default Lifecycle,,Lifecycle,11092625,0.59,63488,,,,,,,,,,,,,,,,,,,,-0.0323,-0.0155,-0.02
AUSCOAL Superannuation Pty Ltd,Mine Superannuation Fund,Default Lifecycle,Aggressive,,,,,0.93,0.0819,-0.0043,-0.0058,0.0783,0.0938,-0.0174,-0.0104,0.0907,0.012,0.0058,0.0037,0.0026,0.002,0.0207,0.0145,0.0124,0.0113,0.0107,,,
AUSCOAL Superannuation Pty Ltd,Mine Superannuation Fund,Default Lifecycle,Growth,,,,,0.83,0.0715,-0.0065,-0.0078,0.0679,0.0797,-0.0171,-0.0089,0.0765,0.012,0.0058,0.0037,0.0026,0.002,0.0209,0.0147,0.0126,0.0115,0.0109,,,
AUSCOAL Superannuation Pty Ltd,Mine Superannuation Fund,Default Lifecycle,Balanced,,,,,0.62,0.057,-0.0121,-0.0118,0.0534,0.0598,-0.0218,-0.0125,0.0567,0.012,0.0058,0.0037,0.0026,0.002,0.021,0.0148,0.0127,0.0116,0.011,,,
AUSCOAL Superannuation Pty Ltd,Mine Superannuation Fund,Default Lifecycle,Stable,,,,,0.38,0.0446,-0.0125,-0.0112,0.041,0.0443,-0.0172,-0.011,0.0411,0.012,0.0058,0.0037,0.0026,0.002,0.0195,0.0133,0.0112,0.0101,0.0095,,,
Australian Ethical Superannuation Pty Ltd,Australian Ethical Retail Superannuation Fund,Balanced (accumulation),,Single strategy,2271039,0.43,43079,0.68,0.0856,0.0127,0.0052,0.0792,0.0939,0.0057,0.0069,0.0887,0.0138,0.008,0.006,0.0051,0.0045,0.0209,0.0151,0.0131,0.0122,0.0116,0.1862,0.1755,0.1094
Australian Meat Industry Superannuation Pty Ltd,Australian Meat Industry Superannuation Trust,AMIST MySuper,,Single strategy,2317078,0.71,69931,0.74,0.0791,0.0035,0.0035,0.077,0.0893,-0.0045,0.0051,0.0872,0.0096,0.0042,0.0025,0.0016,0.0011,0.0163,0.0109,0.0092,0.0083,0.0078,0.0128,0.0273,-0.0081
AustralianSuper Pty Ltd,AustralianSuper,AustralianSuper MySuper,,Single strategy,166784468,0.67,2155463,0.74,0.0948,0.0162,0.0189,0.0932,0.1072,0.009,0.0178,0.1056,0.0117,0.0047,0.0023,0.0012,5.00E-04,0.0177,0.0107,0.0083,0.0072,0.0065,0.0187,0.0738,0.0373
AvSuper Pty Ltd,AvSuper Fund,AvSuper Growth (MySuper),,Single strategy,2451908,0.45,6340,0.74,0.0752,-0.0046,-0.0065,0.0722,0.0874,-0.0127,-0.006,0.0844,0.0083,0.0047,0.0035,0.0029,0.0025,0.0178,0.0142,0.013,0.0124,0.012,-0.0123,0.0023,-0.0109
BEST Superannuation Pty Ltd,Goldman Sachs & JBWere Superannuation Fund,Goldman Sachs & JBWere Superannuation Fund_MySuper Product,,Single strategy,540328,0.82,1828,0.85,0.0963,0.0138,0.0129,0.0857,0.103,-0.0017,-0.0039,0.0932,0.0379,0.0163,0.0091,0.0055,0.0033,0.0437,0.0221,0.0149,0.0113,0.0091,-0.0119,-0.0152,-0.0236
BOC Superannuation Pty Ltd,Boc Gases Superannuation Fund,BOC MySuper,,Single strategy,751839,0.66,3239,0.69,0.0771,9.00E-04,-0.0025,0.0738,0.0876,-0.006,5.00E-04,0.0843,0.0127,0.0065,0.0044,0.0033,0.0027,0.0213,0.0151,0.013,0.0119,0.0113,-0.0422,-0.0322,-0.028
BT Funds Management Limited,ASGARD Independence Plan Division Two,Asgard Employee MySuper,,Lifecycle,22934010,0.11,211940,,,,,,,,,,,,,,,,,,,,-0.0555,-0.0438,-0.0262
BT Funds Management Limited,ASGARD Independence Plan Division Two,Asgard Employee MySuper,MySuper 2000s Lifestage,,,,,0.9,0.076,-0.011,-0.0127,0.0695,0.0968,-0.0153,-0.0074,0.0907,0.0128,0.0081,0.0066,0.0058,0.0053,0.0191,0.0144,0.0129,0.0121,0.0116,,,
BT Funds Management Limited,ASGARD Independence Plan Division Two,Asgard Employee MySuper,MySuper 1990s LifeStage,,,,,0.9,0.077,-0.01,-0.0117,0.0705,0.0978,-0.0143,-0.0063,0.0918,0.0128,0.0081,0.0066,0.0058,0.0053,0.0191,0.0144,0.0129,0.0121,0.0116,,,
BT Funds Management Limited,ASGARD Independence Plan Division Two,Asgard Employee MySuper,MySuper 1980s LifeStage,,,,,0.9,0.0774,-0.0096,-0.0113,0.0709,0.0983,-0.0139,-0.0059,0.0922,0.0128,0.0081,0.0066,0.0058,0.0053,0.0191,0.0144,0.0129,0.0121,0.0116,,,
BT Funds Management Limited,ASGARD Independence Plan Division Two,Asgard Employee MySuper,MySuper 1970s LifeStage,,,,,0.9,0.0767,-0.0098,-0.0114,0.0703,0.098,-0.0133,-0.0055,0.0919,0.0128,0.0081,0.0066,0.0058,0.0053,0.0191,0.0144,0.0129,0.0121,0.0116,,,
BT Funds Management Limited,ASGARD Independence Plan Division Two,Asgard Employee MySuper,MySuper 1960s LifeStage,,,,,0.63,0.0626,-0.0103,-0.0125,0.0562,0.0759,-0.0121,-0.0065,0.0698,0.0128,0.0081,0.0066,0.0058,0.0053,0.0189,0.0142,0.0127,0.0119,0.0114,,,
BT Funds Management Limited,ASGARD Independence Plan Division Two,Asgard Employee MySuper,MySuper 1950s LifeStage,,,,,0.36,0.0474,-0.0099,-0.012,0.041,0.0526,-0.0091,-0.0051,0.0465,0.0128,0.0081,0.0066,0.0058,0.0053,0.0187,0.014,0.0125,0.0117,0.0112,,,
BT Funds Management Limited,ASGARD Independence Plan Division Two,Asgard Employee MySuper,MySuper 1940s LifeStage,,,,,0.28,0.04,-0.0112,-0.0121,0.0336,0.0448,-0.007,-0.003,0.0387,0.0128,0.0081,0.0066,0.0058,0.0053,0.0187,0.014,0.0125,0.0117,0.0112,,,
BT Funds Management Limited,Retirement Wrap,BT Super for Life MySuper; BT Lifetime Employer MySuper,,Lifecycle,69626319,0.22,811389,,,,,,,,,,,,,,,,,,,,-0.0473,-0.0099,-0.0116
BT Funds Management Limited,Retirement Wrap,BT Super for Life MySuper; BT Lifetime Employer MySuper,BT Super_ MySuper 2000s Lifestage,,,,,0.9,,,,,0.101,-0.0111,-0.0031,0.0957,0.0123,0.0076,0.0061,0.0053,0.0048,0.0192,0.0145,0.013,0.0122,0.0117,,,
BT Funds Management Limited,Retirement Wrap,BT Super for Life MySuper; BT Lifetime Employer MySuper,BT Super_ MySuper 1990s LifeStage,,,,,0.9,0.0798,-0.0072,-0.0089,0.0744,0.0996,-0.0125,-0.0046,0.0942,0.0123,0.0076,0.0061,0.0053,0.0048,0.0191,0.0144,0.0129,0.0121,0.0116,,,
BT Funds Management Limited,Retirement Wrap,BT Super for Life MySuper; BT Lifetime Employer MySuper,BT Super_ MySuper 1980s LifeStage,,,,,0.9,0.0787,-0.0083,-0.01,0.0733,0.0981,-0.0141,-0.0061,0.0927,0.0123,0.0076,0.0061,0.0053,0.0048,0.0191,0.0144,0.0129,0.0121,0.0116,,,
BT Funds Management Limited,Retirement Wrap,BT Super for Life MySuper; BT Lifetime Employer MySuper,BT Super_ MySuper 1970s LifeStage,,,,,0.9,0.0774,-0.0091,-0.0107,0.072,0.0973,-0.014,-0.0062,0.0919,0.0123,0.0076,0.0061,0.0053,0.0048,0.0191,0.0144,0.0129,0.0121,0.0116,,,
BT Funds Management Limited,Retirement Wrap,BT Super for Life MySuper; BT Lifetime Employer MySuper,BT Super_ MySuper 1960s LifeStage,,,,,0.63,0.0625,-0.0104,-0.0126,0.0571,0.0746,-0.0133,-0.0077,0.0693,0.0123,0.0076,0.0061,0.0053,0.0048,0.0189,0.0142,0.0127,0.0119,0.0114,,,
BT Funds Management Limited,Retirement Wrap,BT Super for Life MySuper; BT Lifetime Employer MySuper,BT Super_ MySuper 1950s LifeStage,,,,,0.36,0.0474,-0.0099,-0.012,0.0421,0.0519,-0.0099,-0.0058,0.0465,0.0123,0.0076,0.0061,0.0053,0.0048,0.0187,0.014,0.0125,0.0117,0.0112,,,
BT Funds Management Limited,Retirement Wrap,BT Super for Life MySuper; BT Lifetime Employer MySuper,BT Super_ MySuper 1940s LifeStage,,,,,0.28,0.0402,-0.011,-0.0119,0.0349,0.0446,-0.0072,-0.0032,0.0392,0.0123,0.0076,0.0061,0.0053,0.0048,0.0187,0.014,0.0125,0.0117,0.0112,,,
BT Funds Management Limited,Retirement Wrap,Westpac Group Plan MySuper,,Lifecycle,69626319,0.22,811389,,,,,,,,,,,,,,,,,,,,-0.0473,-0.0099,-0.0116
BT Funds Management Limited,Retirement Wrap,Westpac Group Plan MySuper,MySuper 2000s LifeStage,,,,,,,,,,,,,,0.0012,0.0012,0.0012,0.0012,0.0012,0.0081,0.0081,0.0081,0.0081,0.0081,,,
BT Funds Management Limited,Retirement Wrap,Westpac Group Plan MySuper,MySuper 1990s LifeStage,,,,,0.9,0.0797,-0.0073,-0.009,0.0787,0.0994,-0.0127,-0.0047,0.0984,0.0012,0.0012,0.0012,0.0012,0.0012,0.008,0.008,0.008,0.008,0.008,,,
BT Funds Management Limited,Retirement Wrap,Westpac Group Plan MySuper,MySuper 1980s LifeStage,,,,,0.9,0.0786,-0.0083,-0.0101,0.0776,0.098,-0.0142,-0.0062,0.097,0.0012,0.0012,0.0012,0.0012,0.0012,0.008,0.008,0.008,0.008,0.008,,,
BT Funds Management Limited,Retirement Wrap,Westpac Group Plan MySuper,MySuper 1970s LifeStage,,,,,0.9,0.0772,-0.0093,-0.0109,0.0762,0.0971,-0.0141,-0.0064,0.0961,0.0012,0.0012,0.0012,0.0012,0.0012,0.008,0.008,0.008,0.008,0.008,,,
BT Funds Management Limited,Retirement Wrap,Westpac Group Plan MySuper,MySuper 1960s LifeStage,,,,,0.63,0.0624,-0.0106,-0.0127,0.0614,0.0745,-0.0135,-0.0079,0.0735,0.0012,0.0012,0.0012,0.0012,0.0012,0.0078,0.0078,0.0078,0.0078,0.0078,,,
BT Funds Management Limited,Retirement Wrap,Westpac Group Plan MySuper,MySuper 1950s LifeStage,,,,,0.36,0.0472,-0.0101,-0.0122,0.0462,0.0516,-0.0101,-0.0061,0.0506,0.0012,0.0012,0.0012,0.0012,0.0012,0.0076,0.0076,0.0076,0.0076,0.0076,,,
BT Funds Management Limited,Retirement Wrap,Westpac Group Plan MySuper,MySuper 1940s LifeStage,,,,,0.28,0.04,-0.0112,-0.0121,0.039,0.0443,-0.0075,-0.0035,0.0433,0.0012,0.0012,0.0012,0.0012,0.0012,0.0076,0.0076,0.0076,0.0076,0.0076,,,
BUSS (Queensland) Pty Ltd,Building Unions Superannuation Scheme (Queensland),BUSSQ MySuper,,Single strategy,5050826,0.75,80467,0.77,0.0803,1.00E-04,-0.0062,0.0777,0.0779,-0.0229,-0.0204,0.0753,0.0117,0.0047,0.0023,0.0012,5.00E-04,0.0226,0.0156,0.0132,0.0121,0.0114,-0.0193,0.025,-0.0065
CARE Super Pty Ltd,Care Super,CareSuper,,Single strategy,16312507,0.62,245598,0.74,0.0874,0.01,0.0071,0.0841,0.0954,-6.00E-04,0.0073,0.0921,0.0097,0.005,0.0035,0.0027,0.0022,0.0179,0.0132,0.0117,0.0109,0.0104,-0.0037,0.042,0.0051
Christian Super Pty Limited,Christian Super,My Ethical Super,,Single strategy,1602922,0.57,28082,0.74,0.0676,-0.0084,-0.0118,0.0644,0.0765,-0.0171,-0.0138,0.0732,0.0092,0.0053,0.004,0.0034,0.003,0.0192,0.0153,0.014,0.0134,0.013,0.0364,0.0486,6.00E-04
Club Plus QLD Pty Ltd,Club Super,Club MySuper,,Single strategy,592411,0.8,20918,0.75,0.0768,-0.0022,-0.0088,0.072,0.0881,-0.01,-0.0063,0.0833,0.0121,0.0066,0.0048,0.0039,0.0034,0.0222,0.0167,0.0149,0.014,0.0135,-0.0874,-0.007,-0.0309
Club Plus Superannuation Pty Ltd,Club Plus Superannuation Scheme,Club Plus Super _ MySuper,,Single strategy,2945614,0.85,76764,0.71,0.0831,0.0067,0.003,0.0802,0.0994,0.0052,0.0098,0.0963,0.0114,0.0057,0.0039,0.0029,0.0024,0.019,0.0133,0.0115,0.0105,0.01,-0.0532,0.0078,-0.0176
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,,Lifecycle,80052996,0.12,720423,,,,,,,,,,,,,,,,,,,,-0.0181,-0.0068,0.006
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 2000_04,,,,,0.89,,,,,0.1019,-0.0096,-0.0012,0.0958,0.011,0.0074,0.0062,0.0056,0.0052,0.0151,0.0115,0.0103,0.0097,0.0093,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1995-99,,,,,0.89,0.0832,-0.0031,-0.0012,0.077,0.1041,-0.0074,0.001,0.098,0.011,0.0074,0.0062,0.0056,0.0052,0.0154,0.0118,0.0106,0.01,0.0096,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1990-94,,,,,0.89,0.0832,-0.0031,-0.0012,0.077,0.1046,-0.0069,0.0015,0.0985,0.011,0.0074,0.0062,0.0056,0.0052,0.0154,0.0118,0.0106,0.01,0.0096,,,
Colonial First State Investments Limited,Colonial First State FirstChoice Superannuation Trust,Colonial First State FirstChoice Superannuation Trust,FirstChoice Lifestage 1985-89,,,,,0.89,0.0835,-0.0029,-0.001,0.0772,0.1049,-0.0066,0.0018,0.0988,0.011,0.0074,0.0062,0.0056,0.0052,0.0156,0.012,0.0108,0.0102,0.0098,,,
